Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04012247007074725,0.044779427094391526,0.03558473543791674,0.03761516138911247,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060027422972253,0.04203276053375638,0.037615163626345184,0.04155587777495384,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04203277010219663,0.04286915143991904,0.0377343911977887,0.03833141550421715,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.038450617742024774,0.03940622108799092,0.0363009731368192,0.03821217641234398,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03821219244734176,0.03845063387707983,0.037853612996932004,0.038092054426670074,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03809207644932007,0.038212214539448695,0.036301009356975555,0.036301009356975555,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03630098017635022,0.03725658029122001,0.03630098017635022,0.03701813891530037,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.036300979832385574,0.03725657993820071,0.03307742451081216,0.03415224701166153,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367444847811588,0.0353462917093275,0.033435088092006876,0.03486848995089531,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.0353463026188617,0.037734393134314044,0.034868500712957336,0.03677879273891449,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737580058124118,0.0382121816692248,0.036421116117559806,0.037853602319955826,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038092041692395384,0.03821217967290461,0.036540333181619644,0.036540333181619644,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.037256591448738184,0.03749503631247492,0.03462914387416986,0.03510694578289986,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.035106937000486026,0.03606253716248218,0.034152249019518195,0.03474927321076393,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486848340515048,0.03916686039654843,0.03486848340515048,0.03773437440395355,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03821218770167257,0.04012247594435493,0.03821218770167257,0.03988403454422951,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04060027351397499,0.04227212018175003,0.0360625352748423,0.04012247174978256,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.0391668753570798,0.03964467720832135,0.03725658696607795,0.0379728302359581,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916687353434267,0.03964467536334841,0.037495030056192,0.0385698527097702,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03821218770167257,0.04060027775849877,0.03773438588752873,0.03988403454422951,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04060027351397499,0.04107807527816742,0.037972823317815096,0.04012247174978256,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04107808240695497,0.04286914836495062,0.038689992185354925,0.042032767087221146,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04824233722543161,0.05015354056968859,0.044301623756832824,0.04537644609808922,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04728766566928354,0.04872015563409934,0.043226812832609464,0.04394397512078285,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044421766873305284,0.04585425309596189,0.04155587541423116,0.04191353917121887,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.042988381029272354,0.04394398495129754,0.04012248827737228,0.04215291514992714,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.0420327675757264,0.0422721280090421,0.041078082884364875,0.04179432615637779,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04203277181228825,0.04203277181228825,0.03868999653464768,0.03892843797802925,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04083872423048903,0.04107808467423423,0.037734390573858495,0.038092054426670074,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03845063035651494,0.04036091866153363,0.03845063035651494,0.040241699665784836,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916686088386496,0.04203275191832563,0.03845061787865598,0.040838707238435745,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04071951268329894,0.042749939555853794,0.04071951268329894,0.04215291514992714,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.042749927686659764,0.042749927686659764,0.04083872037324165,0.04143574461340904,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04071949183267092,0.04143573490034608,0.03964466601610184,0.03964466601610184,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.039884041779674965,0.039884041779674965,0.038212194633824824,0.03892843797802925,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.039884037933617215,0.04107808306350153,0.039644677499257694,0.040600281208753586,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.04083873259356821,0.04131653456489721,0.03892844372244754,0.0392870232462883,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.03964466077709297,0.040360903750117215,0.03856983851896858,0.03952544182538986,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.03964467958857593,0.04060028334843319,0.0386899948427382,0.04000326246023178,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03988403037458481,0.04131651665336517,0.03988403037458481,0.04012247174978256,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.04095794899715632,0.041078087024702246,0.03892843797802925,0.03892843797802925,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039166864086710385,0.039166864086710385,0.035824090117840345,0.036540333181619644,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.036301009356975555,0.036540366522694365,0.034868518505940034,0.036301009356975555,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.036181768401846816,0.03821219504021841,0.03606254597068351,0.03677879273891449,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.03725658920295231,0.04012248146850456,0.03725658920295231,0.04000326246023178,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.04119730368256569,0.04215290393391594,0.040481057022303306,0.04119730368256569,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.04131650839905407,0.0416750876958057,0.03749501747918635,0.03773437440395355,69504000,0.0,0.0
1999-03-31 00:00:00-05:00,0.03892842641761654,0.04083871443955797,0.03713736079016549,0.040360912680625916,153600000,0.0,0.0
1999-04-01 00:00:00-05:00,0.040360927977134455,0.04060028845420983,0.03845063923120699,0.0391668826341629,30432000,0.0,0.0
1999-04-05 00:00:00-04:00,0.038689992519802596,0.03964467720832135,0.0377343888173195,0.0379728302359581,98640000,0.0,0.0
1999-04-06 00:00:00-04:00,0.038331406218661886,0.03845062519841762,0.03630098017635022,0.03701813891530037,69696000,0.0,0.0
1999-04-07 00:00:00-04:00,0.03725658017842491,0.040360913124980316,0.03701813880322716,0.04012247174978256,89280000,0.0,0.0
1999-04-08 00:00:00-04:00,0.040360905563754844,0.04203275191832563,0.03988402290269869,0.040838707238435745,130128000,0.0,0.0
